Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Moving_Average
2024-06-03 00:00:00-04:00,172.1138150394902,174.0989051676091,170.73723402553534,172.7422637939453,27459100,0.0,0.0,
2024-06-04 00:00:00-04:00,172.8519829947899,173.42058235424776,171.46541701744187,173.3607177734375,26879600,0.0,0.0,
2024-06-05 00:00:00-04:00,174.76725760261482,176.21367309685314,173.5003902070225,174.97674560546875,22068500,0.0,0.0,
2024-06-06 00:00:00-04:00,175.4655053780146,176.7124177676284,175.31588197970035,176.29345703125,23251000,0.0,0.0,
2024-06-07 00:00:00-04:00,176.6126821913265,177.4306488423003,173.8694748055341,174.02908325195312,19661400,0.0,0.0,174.28045349121095
2024-06-10 00:00:00-04:00,174.738135883723,176.82536261709976,172.53105780875313,174.778076171875,23779200,0.2,0.0,174.68761596679687
2024-06-11 00:00:00-04:00,175.98647672208472,176.60565022964852,173.53972647855818,176.3859405517578,21540600,0.0,0.0,175.29266052246095
2024-06-12 00:00:00-04:00,178.0137794277117,180.17092060846787,175.87661600934248,177.55438232421875,27864700,0.0,0.0,175.80818786621094
2024-06-13 00:00:00-04:00,175.87662500412617,176.50579502366605,174.6482592294437,174.92788696289062,20913300,0.0,0.0,175.53507385253906
2024-06-14 00:00:00-04:00,173.98912354652083,176.82535629960728,173.91920899654198,176.5557098388672,18063600,0.0,0.0,176.04039916992187
2024-06-17 00:00:00-04:00,175.22748702906168,178.12363785224758,174.57833926623164,177.005126953125,19618500,0.0,0.0,176.48580932617188
2024-06-18 00:00:00-04:00,176.90525762731892,177.15492633319684,173.8692928688135,174.85797119140625,21869900,0.0,0.0,176.18021545410156
2024-06-20 00:00:00-04:00,175.13760021564482,177.05505406231234,174.75811414213587,176.06637573242188,20160100,0.0,0.0,175.8826141357422
2024-06-21 00:00:00-04:00,176.765448047575,180.61035230674923,176.37596546650445,179.3919677734375,58582700,0.0,0.0,176.77543029785156
2024-06-24 00:00:00-04:00,179.92125491541253,180.6502832497372,178.43322398339873,178.9824981689453,18298000,0.0,0.0,177.2607879638672
2024-06-25 00:00:00-04:00,179.38195814039298,184.045767509227,179.18222623318312,183.78611755371094,23235600,0.0,0.0,178.6169860839844
2024-06-26 00:00:00-04:00,182.38797855601,184.26547676585744,182.23816819701247,183.63632202148438,19839000,0.0,0.0,180.37265625
2024-06-27 00:00:00-04:00,183.93592560969176,185.80345793178532,183.77614921582827,185.164306640625,18848900,0.0,0.0,182.19224243164064
2024-06-28 00:00:00-04:00,184.0757529143438,184.88467709257833,181.71887969403932,181.9086151123047,29156600,0.0,0.0,182.69557189941406
2024-07-01 00:00:00-04:00,182.78745310565412,183.6363328074632,181.05974991475895,182.7475128173828,16006100,0.0,0.0,183.44857482910157
2024-07-02 00:00:00-04:00,181.8087471021279,185.32408660139896,181.31939097308685,184.99452209472656,17372500,0.0,0.0,183.69025573730468
2024-07-03 00:00:00-04:00,184.60504519904944,185.8433922139529,183.75616551293737,185.57376098632812,10242100,0.0,0.0,184.07774353027344
2024-07-05 00:00:00-04:00,185.61370322103716,190.6070773362716,185.55378516982532,190.34742736816406,20967500,0.0,0.0,185.11436767578124
2024-07-08 00:00:00-04:00,189.6483374343796,189.91798389577082,187.53115174577567,188.7794952392578,21035900,0.0,0.0,186.48854370117186
2024-07-09 00:00:00-04:00,190.057807857725,191.1064194956899,188.46991850688696,188.7295684814453,15121400,0.0,0.0,187.68495483398436
2024-07-10 00:00:00-04:00,188.89932717256542,191.49588767717452,188.7794910761756,190.9266357421875,15952500,0.0,0.0,188.87137756347656
2024-07-11 00:00:00-04:00,189.59842375980418,190.60707985854427,184.83474052403432,185.3240966796875,25625800,0.0,0.0,188.82144470214843
2024-07-12 00:00:00-04:00,184.83473406974653,186.86204269748123,184.24551959418326,184.8247528076172,22898400,0.0,0.0,187.71690979003907
2024-07-15 00:00:00-04:00,184.67493938335474,187.9905469835248,184.67493938335474,186.28280639648438,16474000,0.0,0.0,187.2175720214844
2024-07-16 00:00:00-04:00,187.11171332151957,188.42995614885075,183.1269953371252,183.67626953125,18290700,0.0,0.0,186.2069122314453
2024-07-17 00:00:00-04:00,182.72753370807445,183.3067669344379,179.66159468485964,180.78012084960938,20734100,0.0,0.0,184.1776092529297
2024-07-18 00:00:00-04:00,181.68890023555213,182.2581521897809,176.23614432555468,177.45452880859375,25315700,0.0,0.0,182.60369567871095
2024-07-19 00:00:00-04:00,178.64296033005778,180.0510802737329,176.89527935932878,177.42457580566406,18881900,0.0,0.0,181.1236602783203
2024-07-22 00:00:00-04:00,180.35067440681686,182.45787879683022,179.99115087738343,181.4292449951172,24100300,0.0,0.0,180.15294799804687
2024-07-23 00:00:00-04:00,181.80875272844077,183.3666829983277,181.29941882119968,181.54908752441406,36352700,0.0,0.0,179.72751159667968
2024-07-24 00:00:00-04:00,173.36994560122014,175.95650958981648,171.59230573551113,172.40122985839844,49585200,0.0,0.0,178.0517333984375
2024-07-25 00:00:00-04:00,172.29138052237903,173.19018174569757,166.96844201717863,167.05831909179688,44852000,0.0,0.0,175.9724914550781
2024-07-26 00:00:00-04:00,166.92848164345065,167.86723836504683,163.8425802626385,166.7786865234375,41336900,0.0,0.0,173.84331359863282
2024-07-29 00:00:00-04:00,168.6062742908566,170.204144884371,167.7673910863689,169.3053436279297,20293800,0.0,0.0,171.4185333251953
2024-07-30 00:00:00-04:00,170.01440950376085,171.00308783835192,168.21679175191073,170.0643310546875,18959700,0.0,0.0,169.12158203125
2024-07-31 00:00:00-04:00,173.0104271911881,174.01908324953334,169.78469662747654,171.3126678466797,25729100,0.0,0.0,168.90386962890625
2024-08-01 00:00:00-04:00,170.024387993059,173.81935535427417,168.6562083669017,170.53370666503906,24531400,0.0,0.0,169.59894714355468
2024-08-02 00:00:00-04:00,166.21943827132955,168.2866872096547,164.45177958597304,166.43914794921875,29130100,0.0,0.0,169.53103942871093
2024-08-05 00:00:00-04:00,155.2939402342217,164.2120993910372,154.72468825132592,159.03897094726562,53630700,0.0,0.0,167.47776489257814
2024-08-06 00:00:00-04:00,159.11886106034058,160.3572233242791,156.20273241161613,158.08023071289062,49004600,0.0,0.0,165.08094482421876
2024-08-07 00:00:00-04:00,161.0363063938684,162.76400947628738,158.25999175698507,158.7293701171875,25138600,0.0,0.0,162.5642852783203
2024-08-08 00:00:00-04:00,160.29728713235718,163.47308092972898,159.99769688233283,161.81527709960938,25578800,0.0,0.0,160.8205993652344
2024-08-09 00:00:00-04:00,159.79795615821598,163.57294584604068,158.8492181049867,163.45310974121094,28602300,0.0,0.0,160.2233917236328
